X,GeneID,MajorityProteinIDs,U1,S1,B1,U2,S2,B2,U3,S3,B3,U4,S4,B4,U5,S5,B5,U6,S6,B6,U7,S7,B7,U8,S8,B8,U9,S9,B9,U10,S10,B10,U11,S11,B11,C1,C2,C3,C4,C5
1472,FPR1,P21462,0,0,0,0,0,0,0,0,0,62217,0,0,0,0,0,0,0,0,36246,0,0,102660,0,0,436220,0,0,14386,0,0,35611,0,0,0,0,0,0,0
1473,SYT1,P21579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1474,TNFAIP3,P21580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22007,0
1475,NT5E,P21589,1155300,406800,0,521330,244750,0,4486400,505860,0,4216100,2599200,0,1692500,302900,0,994210,904870,0,4583100,421670,0,961230,0,0,4026700,247300,0,1271600,285380,0,2013700,516560,0,40852,527330,0,7895500,0
1476,GPD1,P21695,148950,0,0,48062,0,0,216130,0,0,356000,141910,0,0,0,0,262270,0,0,6814.6,0,0,9809.9,0,0,27775,0,0,0,0,0,24002,0,0,0,0,0,0,0
1477,C5AR1,P21730,200900,24842,0,111980,131010,0,44491,0,0,311600,15974,0,27248,0,0,41416,0,0,266360,14313,0,607880,22143,0,529990,15847,0,127630,0,0,262560,26684,0,10005,14509,0,45893,0
1478,MDK,P21741,0,0,0,0,589530,0,0,553460,0,0,0,0,0,0,0,6905.7,0,0,0,0,0,0,0,0,0,48517,0,0,0,0,0,85113,0,53807,0,61056,0,0
1479,MSR1,P21757,1030500,22867,0,271400,0,0,330370,0,0,477160,27542,0,542170,0,0,431200,21770,0,244700,0,0,162740,0,0,374780,0,0,87070,0,0,87732,0,0,0,0,0,0,0
1480,VDAC1,P21796,631640,788730,0,467120,135650,0,670390,221360,0,671880,344770,0,995640,434490,0,678800,167870,0,246250,0,0,145640,0,0,5745.1,0,0,89839,8156.5,0,109580,866910,67596,41272,0,59652,0,0
1481,BGN,P21810,35463,50307,0,0,32499,0,842340,256290,19017,84506,99729,4870.6,47568,49562,0,230820,296880,245140,8170,0,0,0,0,0,0,0,0,45608,63636,0,5674.6,39065,0,20359,0,0,0,0
1482,CD72,P21854,2475,0,0,8621.4,0,0,0,0,0,26229,0,0,0,0,0,15574,0,0,11259,0,0,30986,0,0,386290,0,0,9255,0,0,11971,0,0,0,0,0,0,0
1483,SDHB,P21912,0,81742,0,0,29379,0,0,0,0,140080,73622,0,131340,0,0,47057,0,0,59535,0,0,0,0,0,0,0,0,0,0,0,0,96517,6973.4,112680,0,0,0,0
1484,CD9,P21926,29194000,7252200,0,3374500,2082100,0,6044700,612360,0,8471800,3843600,0,5073500,1713600,0,2647400,1081900,5875.7,16158000,1679500,0,20081000,6404100,30843,23365000,1851800,0,3862500,1863300,0,9386000,3296700,0,2785200,2746600,4213600,10173000,0
1485,COMT,P21964,4851300,508700,0,920540,209780,0,2467000,303350,0,2410200,486860,0,4288100,305300,0,1825800,216080,0,868000,0,0,111410,0,0,81437,0,0,344140,0,0,307470,15492,30392,405780,0,1509700,0,88065
1486,TGM2,P21980,5086100,4386400,0,3409600,3501000,0,7364900,9369000,247460,5887500,4063600,0,13584000,22697000,319300,3026500,6502400,995240,3760900,2560300,0,1457800,187380,0,23360000,8195800,0,1305100,779650,0,2010200,1202400,405860,35028,70868,67896,2460400,0
1487,OSBP,P22059,112310,13037,0,127850,0,0,205960,0,0,122930,0,0,397650,0,0,171530,62270,0,53567,0,0,273880,0,0,630760,0,0,2116.9,0,0,97308,0,0,100960,0,104890,245920,0
1488,PCMT1,P22061,235120,68603,0,287770,115510,0,293730,55838,0,600260,186900,0,635130,133120,0,404720,292800,0,908500,79278,0,420440,107630,0,597880,24455,0,82717,70090,0,421090,231230,0,0,0,31937,888940,0
1489,FBL,P22087,110370,0,0,0,0,0,31281,13723,0,0,0,0,157460,0,0,292190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12515,0,0,0,0
1490,GART,P22102,7833.2,0,0,14996,0,0,183720,0,0,216330,0,0,416370,0,0,67094,0,0,185640,0,0,740260,34255,0,1011100,0,0,15636,0,0,268940,0,0,120550,0,214410,67968,0
1491,TNXB,P22105,16985,66406,0,0,163090,60806,37130,131690,0,31908,73095,4414.4,0,507500,55831,160790,36192,10455,0,258420,39882,67064,307130,29558,66615,1036500,0,805250,681280,25605,16605,1138600,0,33610,0,0,0,0
1492,CDH3,P22223,16119,0,0,0,0,0,53428,0,0,14039,0,0,91334,0,0,0,22072,0,63232,0,0,26024,0,0,33870,0,0,9962.9,0,0,52135,10386,0,0,0,0,0,0
1493,PAICS,P22234,125990,13844,0,66290,0,0,226520,0,0,171350,0,0,1032800,133070,0,111800,8133.2,0,235430,47454,0,457320,0,0,639840,0,0,89992,0,0,153470,28106,0,346290,0,498760,119020,0
1494,ACHE,P22303,0,0,0,17380,0,0,24505,0,0,125390,0,0,0,0,0,291340,0,0,8022.4,0,0,9182,0,0,31274,0,0,0,0,0,551840,0,0,0,0,0,0,0
1495,SCP2,P22307,68062,264530,0,242550,28682,0,35520,0,0,195560,97331,0,239580,0,0,380770,17372,0,32001,0,0,150040,0,0,0,0,0,23384,0,0,5150.1,5333.8,0,0,0,0,0,0
1496,UBA1,P22314,1540700,810000,0,665060,513410,0,2500600,969330,23732,4033200,492140,0,2392000,2439100,84317,285520,1553300,0,3104900,1406800,0,9557800,5263000,555210,6304000,544990,0,2149600,430930,0,1777100,347530,11450000,1357500,172470,5179700,1137500,0
1497,GPX3,P22352,0,22896,137890,0,25018,0,0,0,29277,0,20529,27505,0,0,0,290390,25240,0,111320,0,117310,184540,45634,152460,44518,0,124240,159530,0,68703,75754,0,6863.5,223770,0,140440,205790,57196
1498,NME2,P22392,1520400,390290,0,1144800,235180,0,1724900,271290,14073,2114000,550440,12744,6514400,2388700,172810,1353200,638480,0,1663800,387860,0,3837200,784870,0,4151400,161500,0,591390,166250,0,946750,342130,0,359890,89979,1301400,4117600,0
1499,ENPP1,P22413,33932,6650.6,0,420180,0,0,301170,10220,0,237000,0,0,0,0,0,213430,35821,0,56287,0,0,30949,0,0,67114,0,0,71816,0,0,181470,23017,0,0,0,6140.3,0,0
1500,FDXR,P22570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4089.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177240,0,283670,0,0
1501,PRKACG,P22612,0,15135,0,0,0,0,130650,26062,0,245610,74712,0,0,30950,0,0,58483,0,123930,10695,0,76322,0,0,146220,0,0,21929,0,0,104130,26553,0,51712,0,102380,0,0
1502,HNRNPA2B1,P22626,304870,28866,0,1217200,9978600,0,0,68361,0,97701,0,0,655480,120950,0,19493,56059,0,112170,166500,0,284820,80188,0,154540,0,0,15408,0,0,23241,13973,0,0,0,10341,0,0
1503,CALB2,P22676,224470,165440,0,396070,363210,0,1783300,581780,20922,1888600,557380,0,714920,100400,0,1092500,1290100,0,3591200,2008300,0,39263,0,0,2334100,70457,0,636450,140220,0,284220,78525,0,7131.1,162930,0,130550,0
1504,PRKACB,P22694,0,0,0,0,0,0,44188,0,0,53582,0,0,0,0,0,0,0,0,30854,0,0,3390,0,0,42377,0,0,8634.7,0,0,15293,0,0,0,0,0,0,0
1505,UQCRC2,P22695,273470,151470,0,354140,70180,0,750070,134550,0,518920,208360,0,793890,95284,0,1340000,271850,0,167690,36078,0,0,0,0,9849,0,0,38168,0,0,77834,218120,0,11044,0,0,0,0
1506,SLC2A5,P22732,259250,122420,0,84112,38055,0,171170,0,0,261130,90083,0,148050,57184,0,0,30968,0,197980,72246,0,355250,0,0,850270,45061,0,136570,24124,0,100800,23028,0,0,0,0,0,0
1507,TGM1,P22735,630440,248210,0,985490,271360,0,3712600,632450,0,798540,296920,0,4661700,1714300,0,993990,1298400,0,5966000,3540300,0,1579600,352230,0,10183000,557840,0,539270,286130,0,8519900,1803800,0,179710,838130,0,44265,0
1508,CA4,P22748,0,0,0,265180,0,0,0,0,0,0,0,0,0,0,0,45388,0,0,0,0,0,33146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1509,AADAC,P22760,50881,0,0,38867,0,0,33951,0,0,19644,0,0,142550,0,0,488290,0,0,4860.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272600,0,1293500,0,57941
1510,CPN2,P22792,78905,130840,919110,28417,21824,516150,60546,81560,683400,108550,94391,821190,78407,176210,477150,134180,67044,587920,443950,0,864050,889340,407750,1645400,124160,118120,842700,735710,0,967880,352470,234460,427240,1085800,0,485160,34118,502030
1511,EVI2A,P22794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201120,0,0,0,0,0,0,0,0,0,0,0,0,0
1512,FECH,P22830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4804.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1513,PROZ,P22891,0,0,0,0,0,0,0,0,0,27193,0,0,0,0,14584,0,0,0,0,0,0,11148,0,0,35476,0,0,4281.8,0,0,0,0,0,0,0,0,0,0
1514,MMP8,P22894,0,0,0,103230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1515,MRC1,P22897,1234900,932920,0,468570,1925100,0,1932800,153570,0,6202300,5751800,0,705390,597080,0,1714500,505180,0,1661200,279380,0,260640,752980,0,66726,10888,0,1283700,1854900,0,133600,425890,0,0,0,0,0,0
1516,P23083,P23083,0,166310,743240,500930,232620,34695,0,0,545840,79266,96441,143760,461700,255550,502230,16757,0,249950,386260,51155,791480,884560,86050,994660,22225,16368,313660,607590,77663,821140,671250,79059,17951,69379,146410,194910,80121,0
1517,CES1,P23141,476060,70112,0,232940,23874,0,299580,0,0,5405600,1054900,0,34253,0,0,1753000,0,0,511660,0,0,132940,0,0,0,0,0,372280,0,0,76360,0,0,98077,0,0,0,0
1518,FBLN1,P23142,139400,5524400,1145800,835070,15620000,1192400,213550,3144100,941790,464250,3742700,1024000,317560,3749900,1036900,16358,4449600,1038600,128030,3767200,1070100,505980,5324500,967810,359490,2827700,1080900,1109700,30074000,2233300,500990,7414200,705170,546580,0,37688,75671,454920
1519,TCEA1,P23193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34025,0,0,0,0
1520,PTGS1,P23219,1618000,64234,0,323250,0,0,1240900,49502,0,421780,91086,0,1231500,0,0,1413700,68939,0,121600,0,0,6492.1,0,0,0,0,0,29960,0,0,463310,193210,0,64232,0,0,0,0
1521,ITGA6,P23229,175300,42049,0,111740,19086,0,267870,10858,0,386920,0,0,69330,14376,0,103280,25092,0,1628000,77502,0,434610,0,0,1014400,16576,0,172550,17534,0,351940,10893,0,11609000,299650,24896000,0,263520
1522,SFPQ,P23246,85315,0,0,0,0,0,0,0,0,8876.4,0,0,34341,0,0,11593,177510,0,7298.4,0,0,44576,0,0,0,0,0,0,0,0,47583,17802,0,0,0,0,0,0
1523,TUBG1,P23258,44477,0,0,0,0,0,17910,0,0,0,0,0,494870,0,0,84796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1524,KEL,P23276,0,0,0,0,0,0,39087,0,0,548340,32996,0,0,0,0,179560,0,0,49000,0,0,0,0,0,74784,0,0,61227,0,0,314640,41949,0,0,0,0,0,0
1525,PPIB,P23284,4888700,2573100,0,2113900,1144100,0,2364100,844190,0,5044700,1290700,0,3788500,783750,0,6363600,909910,156700,3124700,1076800,0,438800,0,0,140850,0,0,1773400,477070,0,1799600,512510,0,1180900,0,4046300,0,589930
1526,S100A1,P23297,199480,13198,0,0,0,0,0,0,0,114030,0,0,1267000,259180,87125,0,0,0,256050,0,0,974110,125640,0,0,0,0,0,0,0,124990,0,0,0,0,0,67598,0
1527,ME2,P23368,0,0,0,0,0,0,0,0,0,167740,40958,0,0,41827,0,0,0,0,0,73416,0,55651,25269,0,0,0,0,0,0,0,0,0,16632,0,0,0,0,0
1528,GLDC,P23378,0,0,0,0,0,0,0,0,0,0,0,0,523970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1529,WARS1,P23381,389150,69706,0,992160,492650,0,1511700,388620,63480,1756100,316920,0,992550,401590,51886,706910,793740,0,2109000,539680,0,1729600,580520,21130,33135000,2675700,565010,630180,32184,0,633440,63885,18466,3562.8,0,9923.5,1191700,0
1530,RPS3,P23396,0,398980,0,0,111890,0,135700,2575700,0,325100,402540,0,77741,659840,0,224460,1086400,74878,428600,263100,0,1841200,798070,156640,952820,68670,0,129980,0,0,244740,256400,21513,132860,0,308510,0,0
1531,GCSH,P23434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1532,RPS6KB1,P23443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1533,JAK1,P23458,706050,54728,0,1456000,197200,0,1107300,10377,0,1018300,12981,0,765500,0,0,576560,128390,0,1059400,122910,0,627280,0,0,3659300,12949,0,336470,10717,0,563650,13047,0,35745,0,0,183400,0
1534,PTPRB,P23467,0,0,0,0,0,0,0,0,0,0,0,0,0,53967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103420,0
1535,PTPRE,P23469,15263,13767,0,132340,0,0,281880,25829,0,124600,0,0,16913,0,0,14522,34167,0,99998,0,0,313580,0,0,1609500,0,0,1380.4,0,0,40704,0,0,0,0,0,0,0
1536,PTPRG,P23470,191920,9331.6,0,181980,0,0,197510,0,0,63468,0,0,255500,0,0,207660,0,0,86033,0,0,36499,0,0,163100,0,0,11426,0,0,50618,4498.1,0,2004600,0,3013200,0,10150
1537,MCC,P23508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9532.1,0,13997,0,0
1538,TNFSF4,P23510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38947,0,0,0,0,0,0,0
1539,AHCY,P23526,530320,321220,0,653390,86569,0,564050,73615,0,762100,153640,0,2910200,494910,100820,938420,118170,6370.8,1461400,149750,0,5399700,2473100,487840,1813700,115610,0,439200,85974,0,778170,170810,35573,344690,0,418450,3243500,0
1540,CFL1,P23528,3048800,1778500,109060,3296100,2078900,0,6230200,1505600,68545,14263000,3735000,122150,6669000,4009500,18317,3954100,2300800,81322,10130000,1596000,0,12210000,1646300,59966,20752000,1209400,0,4236900,1420700,0,7836200,2207200,40172,3538000,681130,7008600,12560000,27573
1541,EIF4B,P23588,11839,0,0,46183,0,0,44597,0,0,2584.1,0,0,47925,0,0,85821,0,0,0,0,0,0,0,0,8495,0,0,0,0,0,0,0,0,0,0,0,42635,0
1542,F8A1,P23610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1543,ATP2B4,P23634,10810000,3699600,0,11546000,3551500,0,14330000,2865200,0,9880100,2433000,0,11388000,2678700,0,7240100,4011200,0,10960000,4663800,0,14044000,1100200,0,18275000,1098000,0,4442100,1665800,0,8023900,1750200,124930,7854300,837890,13292000,1547200,272230
1544,DGKA,P23743,0,0,0,0,0,0,49082,0,0,25168,0,0,0,0,0,0,0,0,28320,0,0,40383,0,0,118610,0,0,0,0,0,23025,0,0,0,0,0,0,0
1545,CPT2,P23786,0,0,0,0,0,0,1964800,1246600,13435,438380,812040,0,0,0,0,0,1719100,0,213360,1054300,0,43148,0,0,517880,0,0,54060,0,0,76401,374730,22597,0,207800,0,877240,0
1546,DTYMK,P23919,0,0,0,12248,0,0,0,0,0,11221,0,0,117360,0,0,12208,0,0,6092.6,0,0,11743,0,0,0,0,0,0,0,0,3598.3,0,0,7772.9,0,0,0,0
1547,RRM1,P23921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7857.5,0,0,35588,0,0,0,0,0,0,0,0,0,0,0,0,0
1548,LAMA2,P24043,0,139900,0,0,0,10282,0,6420.7,0,0,78674,0,0,663700,0,0,35575,12460,0,0,4859.6,0,0,0,0,424980,0,0,266670,0,0,202020,26499,0,0,0,0,0
1549,PRTN3,P24158,35440,0,0,236020,0,0,69004,0,48874,409630,5833.9,0,59932,0,0,159010,35078,0,54730,0,0,83390,11030,12580,0,0,0,0,0,0,5217.9,0,0,0,0,0,0,0
1550,KDELR1,P24390,3526400,462000,0,1710100,37978,0,888490,112810,0,1206000,271880,0,1503600,53335,0,1717100,55982,0,638730,0,0,72000,0,0,214750,0,0,81762,0,0,357790,184160,0,135570,0,119080,0,60147
1551,EEF1B2,P24534,114720,94535,0,0,83913,0,102370,45915,0,270230,112480,0,795070,497940,0,116580,124390,88367,152930,70661,0,344910,56947,44054,559140,0,0,151600,11387,0,88161,48282,0,14420,0,0,0,0
1552,ATP5PB,P24539,140280,163140,0,200370,65857,0,207500,52336,0,784940,173540,0,411240,33725,0,1140000,105590,0,236870,8724.5,0,2838.5,0,0,10500,0,0,53976,18917,0,99766,186370,0,19119,0,9261,0,0
1553,TBXAS1,P24557,883030,176240,0,478390,0,0,1813100,128370,0,1051800,317740,0,978020,11043,0,1258200,95687,0,403350,0,0,169960,0,0,0,0,0,376250,0,0,383730,22456,0,0,0,0,19462,0
1554,IGFBP6,P24592,0,3599.1,0,0,0,0,0,0,0,0,0,31131,0,0,42787,0,0,0,0,0,0,0,0,0,0,0,41806,0,0,0,0,8657,59916,0,0,0,0,0
1555,IGFBP5,P24593,0,0,0,0,0,0,27582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78462,0,0,0,36184
1556,ACP1,P24666,0,0,0,0,0,0,0,0,0,226020,0,0,0,0,0,0,0,0,184560,75055,0,240220,0,0,187370,0,0,69284,0,0,168290,2563.7,0,0,0,0,142370,0
1557,PRKCH,P24723,0,0,0,0,0,0,5301.4,0,0,0,0,0,0,0,0,14254,0,0,0,0,0,0,0,0,7622.4,0,0,0,0,0,0,0,0,0,0,0,27806,0
1558,ACAT1,P24752,0,7265.8,0,0,0,0,11925,0,0,147780,0,0,233270,0,0,82303,0,0,14973,0,0,120800,99100,0,0,0,0,0,0,0,1594.2,17453,0,0,0,0,0,0
1559,TNC,P24821,0,481240,4033.6,25226,394040,17750,9216.8,1781500,137330,5594.1,1200800,0,15184,825280,0,36272,1918900,1689000,0,0,0,30824,2783800,1200100,24993,4371200,362100,0,3873400,97637,0,2802500,63412,0,0,0,61204,0
1560,MYL9,P24844,0,34420,0,0,0,0,40536,47405,0,37353,40201,0,0,0,0,0,47446,0,13058,0,0,0,0,0,21818,0,0,0,0,0,19505,61244,0,0,0,0,0,0
1561,POLR2A,P24928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5709.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1562,CXCR1,P25024,0,0,0,0,68837,0,0,0,0,0,14268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1563,CXCR2,P25025,0,0,0,228400,0,0,0,0,0,108010,0,0,0,0,0,0,0,0,60490,0,0,19527,0,0,67211,0,0,0,0,0,27594,0,0,0,0,0,0,0
1564,FPR2,P25090,0,0,0,0,0,0,25014,0,0,52458,0,0,0,0,0,0,0,0,25163,0,0,40758,0,0,333000,0,0,0,0,0,0,0,0,0,0,0,0,0
1565,GRK2,P25098,0,0,0,2713.5,0,0,0,0,0,5480.7,0,0,0,0,0,49894,0,0,6043.9,0,0,24661,0,0,129850,0,0,13098,0,0,3610.7,0,0,0,0,0,27738,0
1566,EDNRA,P25101,0,0,0,0,0,0,20997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310230,0,455330,0,0
1567,PTAFR,P25105,0,0,0,41553,0,0,0,0,0,20421,0,0,0,0,0,5859,0,0,29087,0,0,135660,0,0,637210,0,0,0,0,0,10610,0,0,0,0,0,0,0
1568,ACKR3,P25106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66900,0,0,0,0,0,0,0,0,3599.2,0,0,0,0,0,0,0
1569,MCM3,P25205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1570,AZGP1,P25311,60912,248150,911600,162710,343810,838680,28509,95145,1505400,541190,235350,1271700,91609,488360,1821600,15712,412990,183970,2422300,142950,1165500,2742000,118210,729220,410080,42023,685970,4265900,83697,1177300,4125500,414080,1160500,222690,166730,848710,128380,1991000
1571,MPST,P25325,0,1276.8,0,0,0,0,179840,0,0,143980,0,0,74933,0,0,202450,0,0,14868,0,0,46331,0,0,65570,0,0,9257,0,0,0,0,0,19671,0,0,547260,0
1572,LAMA1,P25391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106120,0,0,0,0,37930,0,14554,0,0
1573,RPS12,P25398,243560,67401,0,149310,32230,0,323170,56106,0,410630,110730,0,396450,126890,11403,231320,157450,0,230040,17939,0,874550,205340,0,136850,10468,0,91786,9928.5,0,181770,57337,0,84430,0,209220,30489,25281
1574,FAS,P25445,447700,128180,0,724870,293640,0,625680,93564,0,542840,133270,0,664760,30884,0,349640,109950,0,526890,45590,0,216710,0,0,1198000,28890,0,260580,62694,0,356200,35857,0,0,0,0,0,0
1575,DNAJB1,P25685,0,0,0,0,0,0,106260,35940,0,188390,0,0,0,0,0,0,0,0,164560,0,0,282170,37832,0,244270,0,0,68116,0,0,141720,0,0,0,0,0,188690,0
1576,ATP5F1A,P25705,373700,1021700,0,224690,558370,0,392650,509570,0,1424200,804670,0,730830,240960,0,482150,741690,0,167840,411840,0,36635,15075,0,0,0,0,112940,147360,0,224970,1546500,184030,24651,0,0,0,0
1577,CTSS,P25774,0,0,0,0,0,0,0,0,0,149130,0,0,9389.6,0,0,0,0,0,45755,0,0,29499,0,0,0,0,0,19763,0,0,19137,0,0,0,0,0,0,0
1578,PSMA1,P25786,0,182340,0,66101,19255,0,120530,0,15739,221930,0,0,490520,9275.5,0,101440,314370,149530,372780,0,0,712300,39380,255370,713880,0,0,130110,11406,0,133650,77134,0,144390,7829.2,137560,154010,0
1579,PSMA2,P25787,474760,0,0,447770,0,0,711470,0,13483,452320,0,0,1880200,77719,28436,749720,58755,45590,514020,0,0,1229000,72518,135800,1129700,0,0,306040,0,0,386440,0,0,410480,0,332080,411680,0
1580,PSMA3,P25788,46967,13455,0,199750,0,0,132500,0,50129,391910,0,4095.7,520500,49755,55917,157430,0,0,466150,46673,0,948400,28123,83252,670770,0,0,171620,0,0,369460,15600,0,132760,13632,166960,38876,0
1581,PSMA4,P25789,173010,5854.8,0,44784,0,0,396970,42749,0,341610,24089,0,288990,73553,0,0,95363,67795,351600,40619,0,670530,29544,85489,903450,118050,0,218700,0,0,284830,0,0,176390,0,283930,0,0
1582,S100P,P25815,22319,0,0,0,39903,0,0,0,0,27810,0,0,0,0,0,0,19314,0,74717,24739,0,21717,0,0,5496,0,0,0,0,0,19838,0,0,0,0,0,0,0
1583,NPY1R,P25929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1584,COL5A3,P25940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1585,CD40,P25942,0,0,0,0,0,0,67640,0,0,212250,0,0,32251,0,0,0,0,0,131780,0,0,271820,0,0,4311900,151130,0,76569,0,0,24298,0,0,0,0,0,0,0
1586,ITGA3,P26006,1300000,538210,0,1362900,98131,0,1690300,65119,0,1549500,69709,0,3655400,825900,0,1266700,303650,0,2500800,56193,0,2301000,256870,0,4674700,209040,0,966170,56604,0,1533100,233570,60945,89184,114790,0,0,0
1587,ITGB7,P26010,0,0,0,0,0,0,0,0,0,49635,0,0,0,0,0,0,0,0,41127,0,0,23624,0,0,698050,0,0,0,0,0,52077,0,0,0,0,0,0,0
1588,ITGB8,P26012,175770,89700,0,201050,73554,0,209490,34846,0,138500,0,0,862260,199590,0,99336,69860,0,443920,44660,0,584410,69523,0,2061900,126090,0,97028,28625,0,88647,4275.3,3029,0,0,0,0,0
1589,PTX3,P26022,0,1440000,0,0,2557900,0,52392,1127200,0,480570,582000,0,1024000,3723100,31101,0,2790900,172360,424640,777300,0,160940,6028500,27684,407950,1650100,0,57144,3771500,0,58206,5719700,32512,36984,0,61875,0,0
1590,MSN,P26038,14283000,6625500,0,17369000,9109100,18771,47157000,9431500,110740,30081000,13153000,17803,9950000,4845100,0,14549000,18369000,9361.9,21870000,12775000,0,27466000,9197900,4996.1,47416000,3118500,0,9874200,3534600,0,23238000,8767500,51126,575640,2384600,1178600,145140000,0
1591,PTPN3,P26045,0,0,0,9947.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81088,0
1592,DDX6,P26196,31300,17764,0,21511,19132,0,66094,0,0,8587.3,0,0,157670,37012,0,47313,7526.2,0,0,0,0,48102,24487,0,0,0,0,0,0,0,16355,7553.4,0,4915.2,0,0,0,0
1593,CTNNA2,P26232,477450,123650,0,185010,76373,0,782190,84438,0,373570,36684,0,372600,188460,0,119810,186980,0,351060,48501,0,556290,64308,0,787900,0,0,254170,31944,0,419640,79026,0,98059,0,212530,0,0
1594,DNMT1,P26358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1595,U2AF2,P26368,0,0,0,0,0,0,146340,0,0,21701,0,0,0,0,0,57420,0,0,0,0,0,72879,0,0,0,0,0,18624,0,0,0,7114.8,0,0,0,0,0,0
1596,RPL13,P26373,0,33557,0,0,42431,0,0,0,0,104580,37471,0,218250,157740,0,77656,0,0,38680,39039,0,139320,86249,7380.6,90674,0,0,0,0,0,22751,82956,0,10169,0,36183,0,0
1597,HSD3B2,P26439,723270,0,0,36180,0,0,31418,0,0,0,0,0,31853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4674700,0,14069000,0,3751600
1598,IVD,P26440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1599,S100A4,P26447,170210,68097,0,50030,252030,0,0,327450,51606,3145400,203510,0,560050,540720,0,165370,299900,0,1224000,261390,0,5342600,193590,69645,2892600,111070,0,721390,123670,0,1748200,209880,15077,0,99250,0,0,0
1600,MGAT1,P26572,69216,0,0,13229,0,0,13560,0,0,116250,0,0,13462,0,0,222300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1601,HMGB2,P26583,0,10532,0,0,0,0,23554,0,0,0,0,0,45997,18343,0,470040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29175,0,0,0,0,0,0
